OF072522,Cage 11,3526906,Batch 2,Phase 1,1,9:58:31 AM,300,206.46,32.39,48.26,465,427,152.49,53,147.51,54,13.62,69.83,2,6.38,20,38,201,8,9,1.89,0,1,4.26,11.64,4.31,On,On
OF072522,Cage 11,3526906,Batch 2,Phase 1,2,10:03:31 AM,300,607.38,181.61,189.23,868,793,83.89,50,216.11,50,23.28,44.42,4,14.28,36,75,402,41,84,20.95,0,2,7.55,16.27,12.67,On,On
OF072522,Cage 11,3526906,Batch 2,Phase 1,3,10:08:31 AM,300,605.79,146.37,131.76,892,833,89.08,47,210.92,48,25.83,66.69,0,12.98,31,59,382,59,110,37.36,2,1,8.4,21.04,12.08,On,On
OF072522,Cage 11,3526906,Batch 2,Phase 1,4,10:13:31 AM,300,570.47,136.21,173.67,738,699,132.82,67,167.18,68,20.87,39.76,3,11.17,21,39,269,52,69,16.42,2,3,9.79,21.52,13.02,On,On
OF072522,Cage 12,3526880,Batch 2,Phase 1,1,9:58:52 AM,300,589.75,183.83,115.89,1164,1078,53.67,38,246.33,39,25.27,65.24,1,15.14,44,86,727,14,23,7.33,1,2,6.83,14.88,9.23,On,On
OF072522,Cage 12,3526880,Batch 2,Phase 1,2,10:03:52 AM,300,568.01,126.37,138.75,952,908,95.37,57,204.63,58,19.9,42.57,5,6.8,24,44,508,47,65,22.41,2,1,7.81,16.33,10.06,On,On
OF072522,Cage 12,3526880,Batch 2,Phase 1,3,10:08:52 AM,300,556.95,166.05,102.55,986,937,83.99,50,216.01,50,20.24,71.56,3,7.75,26,49,544,37,67,20.26,2,1,7.73,18.06,11.46,On,On
OF072522,Cage 12,3526880,Batch 2,Phase 1,4,10:13:52 AM,300,255.89,58.42,53.34,608,528,149.35,76,150.65,77,10.67,46.8,3,18.11,33,80,245,39,72,18.28,0,0,7.06,17.77,9.37,On,On
OF072522,Cage 1,3526221,Batch 3,Phase 1,1,10:40:02 AM,300,158.25,24.55,40.96,478,400,162.8,33,137.2,34,8.9,57.57,2,18.75,34,78,309,2,2,0.2,0,1,5.08,11.78,6.27,On,On
OF072522,Cage 1,3526221,Batch 3,Phase 1,2,10:45:02 AM,300,447.36,122.24,78.42,636,617,133.5,70,166.5,71,21.58,55.72,1,4.02,12,19,167,14,21,3.02,0,1,6.11,14.95,9.03,On,On
OF072522,Cage 1,3526221,Batch 3,Phase 1,3,10:50:02 AM,300,451.87,83.5,129.54,635,591,126.57,71,173.43,72,19.89,40.89,7,10.71,19,44,234,30,45,8.69,1,0,6.97,17.36,18.98,On,On
OF072522,Cage 1,3526221,Batch 3,Phase 1,4,10:55:02 AM,300,540.71,109.22,184.47,776,743,100.5,59,199.5,60,22.72,47,3,6.44,18,33,353,31,60,18.31,2,2,7.58,15.45,9.7,On,On
OF072522,Cage 2,3526140,Batch 3,Phase 1,1,10:40:25 AM,300,192.51,51.44,54.93,500,438,172.39,57,127.61,58,9.1,38.36,2,11.28,30,62,277,2,3,0.7,1,0,5.84,13.37,8.53,On,On
OF072522,Cage 2,3526140,Batch 3,Phase 1,2,10:45:25 AM,300,824.8,299.72,240.35,894,836,69,40,231,41,29.28,48,2,10.19,30,58,303,12,16,2.38,2,5,7.71,16.6,11.62,On,On
OF072522,Cage 2,3526140,Batch 3,Phase 1,3,10:50:25 AM,300,998.14,266.38,377.83,1076,1023,77.27,52,222.73,53,27.26,40.29,2,9.28,25,53,318,22,30,8.2,2,5,9.6,19.26,14.13,On,On
OF072522,Cage 2,3526140,Batch 3,Phase 1,4,10:55:25 AM,300,765.01,160.97,263.53,1003,967,92.78,56,207.22,56,23.62,36.83,2,6.8,20,36,426,46,75,19.11,4,3,9.62,19.37,13.37,On,On
OF072522,Cage 3,3526194,Batch 3,Phase 1,1,10:40:49 AM,300,501.96,131.02,140.65,840,788,125.81,54,174.19,55,19.24,47.06,4,11.03,26,52,401,3,5,1.63,2,1,6.54,13.5,9.17,On,On
OF072522,Cage 3,3526194,Batch 3,Phase 1,2,10:45:49 AM,300,717.91,217.49,161.93,1181,1109,67.89,42,232.11,43,25.25,49.6,0,11.18,37,72,608,39,61,21.97,3,2,8.72,19.68,12.06,On,On
OF072522,Cage 3,3526194,Batch 3,Phase 1,3,10:50:49 AM,300,595.06,96.2,261.62,1009,930,71.05,44,228.96,45,20.85,46.5,1,14.3,38,79,540,37,65,22.25,1,2,8.12,19.22,9.37,On,On
OF072522,Cage 3,3526194,Batch 3,Phase 1,4,10:55:49 AM,300,650.63,142.88,253.05,1048,944,74.76,46,225.24,47,25.07,43.26,0,15.44,50,104,509,35,59,23.9,2,4,8.2,27.29,9.32,On,On
OF072522,Cage 4,3526167,Batch 3,Phase 1,1,10:41:09 AM,300,74.38,20.32,27.94,256,210,218.81,46,81.19,46,5.19,30.97,1,16.16,21,46,99,1,1,0.19,0,0,3.38,8.61,3.91,On,On
OF072522,Cage 4,3526167,Batch 3,Phase 1,2,10:46:09 AM,300,188.01,67.31,60.96,687,600,137.22,54,162.79,54,14.39,65.11,5,15.23,39,87,364,5,11,3.25,0,0,4.68,15.79,5.47,On,On
OF072522,Cage 4,3526167,Batch 3,Phase 1,3,10:51:09 AM,300,403.6,149.86,99.06,819,751,101.12,63,198.88,64,18.41,54.32,5,12.44,40,68,382,12,15,3.74,0,1,6.42,18.4,9.26,On,On
OF072522,Cage 4,3526167,Batch 3,Phase 1,4,10:56:09 AM,300,229.99,47.31,51.44,624,565,151.64,75,148.36,76,11.11,43.51,9,8.79,32,59,292,10,16,4.25,0,1,5.28,12.89,12.47,On,On
OF072522,Cage 5,3526543,Batch 3,Phase 1,1,10:41:53 AM,300,442.83,85.94,162.24,669,625,109.92,52,190.08,53,19.32,35.65,4,7.05,23,44,282,6,8,2.44,0,3,5.71,16.76,16.76,On,On
OF072522,Cage 5,3526543,Batch 3,Phase 1,2,10:46:53 AM,300,406.82,62.55,110.81,734,694,84.95,45,215.05,46,18.99,60.71,1,8.59,23,40,296,38,66,17.92,3,0,6.57,15.88,8.11,On,On
OF072522,Cage 5,3526543,Batch 3,Phase 1,3,10:51:53 AM,300,314.32,36.83,90.49,755,690,122.08,70,177.92,71,15.35,56.97,1,11.85,26,65,290,47,83,18.86,1,0,7.65,21.07,11.86,On,On
OF072522,Cage 5,3526543,Batch 3,Phase 1,4,10:56:53 AM,300,477.94,112.71,120.33,893,847,108.54,61,191.46,62,19.52,62.86,2,10.06,24,46,410,50,101,29.48,2,2,7.81,19.16,8.95,On,On
OF072522,Cage 6,3526570,Batch 3,Phase 1,1,10:42:12 AM,300,707.14,135.26,265.11,959,918,104.73,32,195.27,33,24.86,47.61,1,6,19,41,441,14,16,2.5,1,2,8.19,18.02,10.05,On,On
OF072522,Cage 6,3526570,Batch 3,Phase 1,2,10:47:12 AM,300,722.79,147,158.12,1193,1138,65.63,37,234.37,38,25.68,56.04,3,10.65,30,55,607,25,39,9.91,2,3,8.95,16.28,13.71,On,On
OF072522,Cage 6,3526570,Batch 3,Phase 1,3,10:52:12 AM,300,567.37,87.95,153.04,1057,973,72.67,51,227.33,52,21.38,51.1,4,15.31,38,84,566,19,28,7.59,1,2,7.93,20.47,11.37,On,On
OF072522,Cage 6,3526570,Batch 3,Phase 1,4,10:57:12 AM,300,734.74,194.95,192.72,1268,1199,74.14,45,225.86,46,24.86,55.46,1,7.56,33,69,658,21,33,12.39,3,3,8.94,19.3,11.19,On,On
OF072522,Cage 7,3526489,Batch 3,Phase 1,1,10:42:28 AM,300,632.15,201.08,217.49,991,944,89.31,36,210.69,37,23.75,48.24,5,7.58,22,47,409,3,3,0.53,1,3,6.41,12.2,7.43,On,On
OF072522,Cage 7,3526489,Batch 3,Phase 1,2,10:47:28 AM,300,651.04,166.69,163.2,839,790,98.55,56,201.45,57,25.28,60.75,4,6.77,25,49,308,13,19,8.66,3,2,7.42,19.29,11.76,On,On
OF072522,Cage 7,3526489,Batch 3,Phase 1,3,10:52:28 AM,300,642.77,127,147,947,906,93.92,51,206.09,51,24.27,59.11,1,7.41,15,41,284,22,31,7.88,2,1,7.92,18.97,12.57,On,On
OF072522,Cage 7,3526489,Batch 3,Phase 1,4,10:57:28 AM,300,591.18,81.92,207.33,873,803,77.27,47,222.73,48,27.65,34.58,2,14.05,33,70,310,28,40,11.19,3,0,7.11,15.08,10.38,On,On
OF072522,Cage 8,3526516,Batch 3,Phase 1,1,10:42:47 AM,300,688.34,209.02,93.03,1319,1260,53.44,32,246.56,32,29.88,58.39,3,8.86,31,59,822,15,27,5.91,3,3,8.63,41.84,13.03,On,On
OF072522,Cage 8,3526516,Batch 3,Phase 1,2,10:47:47 AM,300,744.97,216.54,156.85,1170,1092,57.47,33,242.53,34,28.81,49.08,1,14.62,42,78,645,53,85,21.44,1,2,8.87,18.55,12.91,On,On
OF072522,Cage 8,3526516,Batch 3,Phase 1,3,10:52:47 AM,300,688.96,182.56,171.77,1127,1055,52.4,33,247.61,34,24.31,52.67,2,14.97,38,72,679,48,99,30.17,0,2,7.93,14.96,13.69,On,On
OF072522,Cage 8,3526516,Batch 3,Phase 1,4,10:57:47 AM,300,520.9,124.46,107,1047,979,75.98,42,224.02,43,24.98,59.77,0,12.17,34,68,610,46,81,22.94,0,2,8.15,16.04,10.78,On,On
